Country Name,Country Code,Time,Time Code,Adjusted net national income (annual % growth) [NY.ADJ.NNTY.KD.ZG],Adjusted net national income (constant 2015 US$) [NY.ADJ.NNTY.KD],Adjusted net national income (current US$) [NY.ADJ.NNTY.CD],Current account balance (% of GDP) [BN.CAB.XOKA.GD.ZS],"Current account balance (BoP, current US$) [BN.CAB.XOKA.CD]",Exports of goods and services (% of GDP) [NE.EXP.GNFS.ZS],Exports of goods and services (annual % growth) [NE.EXP.GNFS.KD.ZG],Exports of goods and services (current US$) [NE.EXP.GNFS.CD],External balance on goods and services (constant LCU) [NE.RSB.GNFS.KN],"Foreign direct investment, net (BoP, current US$) [BN.KLT.DINV.CD]","Foreign direct investment, net inflows (% of GDP) [BX.KLT.DINV.WD.GD.ZS]","Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]","Foreign direct investment, net outflows (% of GDP) [BM.KLT.DINV.WD.GD.ZS]","Foreign direct investment, net outflows (BoP, current US$) [BM.KLT.DINV.CD.WD]",GDP (constant 2015 US$) [NY.GDP.MKTP.KD],GDP (constant LCU) [NY.GDP.MKTP.KN],GDP (current LCU) [NY.GDP.MKTP.CN],GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],GDP per capita (constant LCU) [NY.GDP.PCAP.KN],GDP per capita (current LCU) [NY.GDP.PCAP.CN],GDP per capita (current US$) [NY.GDP.PCAP.CD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],"GDP per capita, PPP (constant 2021 international $) [NY.GDP.PCAP.PP.KD]","GDP per capita, PPP (current international $) [NY.GDP.PCAP.PP.CD]","GDP, PPP (constant 2021 international $) [NY.GDP.MKTP.PP.KD]","GDP, PPP (current international $) [NY.GDP.MKTP.PP.CD]",GDP: linked series (current LCU) [NY.GDP.MKTP.CN.AD],General government final consumption expenditure (% of GDP) [NE.CON.GOVT.ZS],General government final consumption expenditure (annual % growth) [NE.CON.GOVT.KD.ZG],General government final consumption expenditure (current US$) [NE.CON.GOVT.CD],"Goods exports (BoP, current US$) [BX.GSR.MRCH.CD]","Goods imports (BoP, current US$) [BM.GSR.MRCH.CD]","Grants, excluding technical cooperation (BoP, current US$) [BX.GRT.EXTA.CD.WD]",Gross domestic savings (% of GDP) [NY.GDS.TOTL.ZS],Gross domestic savings (current LCU) [NY.GDS.TOTL.CN],Gross national expenditure (% of GDP) [NE.DAB.TOTL.ZS],Gross national expenditure deflator (base year varies by country) [NE.DAB.DEFL.ZS],Gross value added at basic prices (GVA) (constant 2015 US$) [NY.GDP.FCST.KD],Households and NPISHs final consumption expenditure (% of GDP) [NE.CON.PRVT.ZS],Households and NPISHs Final consumption expenditure (annual % growth) [NE.CON.PRVT.KD.ZG],Households and NPISHs final consumption expenditure: linked series (current LCU) [NE.CON.PRVT.CN.AD],Imports of goods and services (% of GDP) [NE.IMP.GNFS.ZS],Imports of goods and services (annual % growth) [NE.IMP.GNFS.KD.ZG],Imports of goods and services (current US$) [NE.IMP.GNFS.CD],Multilateral debt service (% of public and publicly guaranteed debt service) [DT.TDS.MLAT.PG.ZS],"Net financial flows, IBRD (NFL, current US$) [DT.NFL.MIBR.CD]","Net financial flows, IDA (NFL, current US$) [DT.NFL.MIDA.CD]","Net financial flows, IMF concessional (NFL, current US$) [DT.NFL.IMFC.CD]","Net financial flows, IMF nonconcessional (NFL, current US$) [DT.NFL.IMFN.CD]","Net financial flows, multilateral (NFL, current US$) [DT.NFL.MLAT.CD]",Net ODA received (% of central government expense) [DT.ODA.ODAT.XP.ZS],Net ODA received (% of GNI) [DT.ODA.ODAT.GN.ZS],Net official aid received (current US$) [DT.ODA.OATL.CD],Net official development assistance and official aid received (constant 2021 US$) [DT.ODA.ALLD.KD],"Net trade in goods (BoP, current US$) [BN.GSR.MRCH.CD]","Net trade in goods and services (BoP, current US$) [BN.GSR.GNFS.CD]","Portfolio investment, bonds (PPG + PNG) (NFL, current US$) [DT.NFL.BOND.CD]","Portfolio investment, net (BoP, current US$) [BN.KLT.PTXL.CD]","Service exports (BoP, current US$) [BX.GSR.NFSV.CD]","Service imports (BoP, current US$) [BM.GSR.NFSV.CD]",Taxes less subsidies on products (constant LCU) [NY.TAX.NIND.KN],"Travel services (% of service exports, BoP) [BX.GSR.TRVL.ZS]"
Lao PDR,LAO,2022,YR2022,..,..,..,-2.965678056,-458754368.3,..,..,..,..,-726273736.5,4.695092258,726273736.5,4.31191E-05,6670,19570648222,1.38057E+14,2.17108E+14,15468785204,2.707426526,2589.050152,18263934.1,28721749.7,2046.404403,1.269700523,8183.032865,8766.440626,61855602706,66265586058,2.17108E+14,..,..,..,8198250810,7244138246,332490000,..,..,..,..,17499826260,..,..,..,..,..,..,25.07613682,..,52068000,..,0,45036000,34.32463201,3.827334238,..,576460022,954112563.8,621832575.5,381326000,-71307340.02,406097057,738377045.3,1.39458E+13,65.13345669
Lao PDR,LAO,2023,YR2023,..,..,..,2.553295928,404522650.1,..,..,..,..,-1781176779,11.2425631,1781176779,..,..,20303702352,1.43228E+14,2.80248E+14,15843155731,3.745681402,2648.887266,18686043,36562013.69,2066.949798,2.311160876,8372.155919,9291.78859,64172516512,71221494500,2.80248E+14,..,..,..,8370410743,7649235232,..,..,..,..,..,18155312733,..,..,..,..,..,..,19.46132621,..,72581000,..,..,40303000,..,..,..,..,721175510.4,1101267611,105641000,98869153.43,1327343036,947250935.4,1.44682E+13,78.577227
Latvia,LVA,2021,YR2021,5.76339182,25751214389,30602025360,-4.13624329,-1579429701,66.8081294,9.092542657,25510768210,-2604707000,-1057545381,9.778899553,3734085090,7.003132802,2674155066,30285399223,27296122000,32285300000,38185125733,6.947233162,16070.87287,14484.62024,17132.11532,20262.84339,7.852926954,36880.45646,36880.45646,69500851396,69500851396,32285300000,21.72997618,3.50821561,8297618726,19151915507,22427268556,..,22.5524155,7281115000,103.173912,111.4796021,26259700345,58.98568079,7.284621575,19043704000,69.98204136,15.13994939,26722730485,..,..,..,..,..,..,..,..,..,..,-3276522623,-1218651821,..,-346263582.1,6312510095,4255808867,3623534000,11.7118576
Latvia,LVA,2022,YR2022,..,..,..,-5.476965556,-2082282375,77.46946459,11.41995205,29453042752,-2583278000,-1385206181,3.202055462,1217386449,-0.441563006,-167877423.3,30834377325,27790914000,36103656000,38018905782,1.812682402,16406.64906,14787.25411,19210.37702,20229.46136,2.08934627,37651.0169,39931.6063,70760681099,75046782045,36103656000,20.48463458,2.846094888,7788033919,21759432772,26072801145,..,19.33287864,6979876000,104.8877931,126.0248642,26677991143,64.0945615,7.211101334,23140480000,82.3572549,9.912783923,31311327145,..,..,..,..,..,..,..,..,..,..,-4312303720,-1841317410,..,1047717759,7605360034,5133309072,3742137000,14.09638059
Latvia,LVA,2023,YR2023,..,..,..,-3.936035881,-1662890537,66.97077583,-4.69823608,28293712958,-3092997000,-670181723.3,3.997998339,1689068344,2.414228475,1019959627,31360657013,28265248000,39072483000,42247850065,1.70679525,16703.90185,15055.167,20811.51938,22502.84299,1.81178249,38333.17143,41384.25163,71968421043,77696656293,39072483000,20.36521969,6.999429617,8603867479,20169501297,24118897317,..,20.25471225,7914019000,103.739294,129.860052,27339477181,63.13479745,-1.302591932,24668333000,70.7100698,-1.984493909,29873484268,..,..,..,..,..,..,..,..,..,..,-3948307342,-1581098660,..,-1630696949,8124140024,5755842663,3606546000,15.72582574
Lebanon,LBN,2021,YR2021,-16.20262411,24088247157,17307089418,-19.69781286,-4556486559,26.02562769,13.08365942,6020232988,-9.60391E+12,-1938565216,2.592900684,599788270.8,-5.787568423,-1338776945,34156740537,4.38458E+13,2.71916E+14,23131941557,-7.001238625,5973.419339,7667863.855,47553370.32,4045.373911,-7.25697163,11599.77551,11599.77551,66328931530,66328931530,2.71916E+14,2.360136821,-75.9851511,545945470,3847393486,12732523119,1306790000,-21.41788044,-5.82386E+13,126.7773648,617.4187414,34932865809,119.0577436,2.106490929,3.23737E+14,52.80299271,-12.19340265,12214357414,53.24121201,44006000,7348000,..,..,18952000,96.08395398,6.588229788,..,1399290039,-8885129633,-7983310845,0,-883472210.1,5836749721,4934930933,1.12781E+12,53.7157861
Lebanon,LBN,2022,YR2022,..,..,..,-34.60622711,-7264685215,34.82877925,0.299990552,7311404299,-1.02432E+13,-460686777.1,2.509661606,526838753.9,0.315123128,66151976.79,33944395264,4.35732E+13,5.73282E+14,20992421949,-0.621678971,5909.036516,7585217.937,99796875.06,3654.358455,-1.077821926,11474.75058,12292.84073,65916578511,70616088355,5.73282E+14,3.625325085,34.93733494,761043538.8,4194972261,17951464955,1228410000,-44.00554902,-2.52276E+14,145.2307205,1547.078516,34719631080,140.3802238,2.300000506,8.04775E+14,80.05949902,3.499997458,16806427844,74.62797927,186613000,0,..,0,154354000,..,7.074324983,..,1470430054,-13756492693,-12091395112,0,3915127420,8249998740,6584901159,1.11599E+12,64.47176886
Lebanon,LBN,2023,YR2023,..,..,..,-28.10366964,-5642829133,..,..,..,..,-582765209.4,..,655437382.1,..,72672172.63,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3848562779,16686886736,..,..,..,..,..,..,..,..,..,..,..,..,96.41439025,164608000,813000,..,..,150318000,..,..,..,..,-12838323957,-11542638382,-300000000,2445683865,7921517837,6625832262,..,68.28856537
Lesotho,LSO,2021,YR2021,-0.872501275,2172820218,2346092294,-8.084676843,-195012920.1,46.14608982,8.050207481,1113103703,-14027120600,12372192.46,-0.512915646,-12372192.46,..,..,2160272945,19888099400,35648093400,2412130057,2.26671067,955.2212363,8794.043798,15762.73772,1066.586451,1.099358865,2544.782496,2544.782496,5755132494,5755132494,35648093400,34.68825657,-3.358072025,836725862.8,1060877473,1814030546,149820000,-18.42416543,-6567863700,146.8943007,154.3997563,1982864748,83.73590886,-1.666090483,29850255000,93.04038964,-0.430160026,2244255203,81.61233906,..,36464000,..,-12195707.5,30636000,19.49630624,6.369234387,..,179199996.9,-753153072.6,-1140233980,..,15335706.97,21619374.33,408700281.7,1704131500,47.25814334
Lesotho,LSO,2022,YR2022,..,..,..,-11.26972121,-265366219.4,46.50638234,-5.545428194,1095077920,-14298115800,7820069.161,-0.332107076,-7820069.161,..,..,2211855515,20362983500,38517722300,2354683089,2.387780202,967.519286,8907.263211,16848.58659,1029.995533,1.28745564,2577.545441,2761.31105,5892552409,6312660805,38517722300,35.21209872,-0.282697771,829133333.7,1052349343,1799394498,136640000,-21.98437393,-8467880100,149.3613822,165.9803124,2025334386,86.77227521,-0.210577961,33422704000,95.86759911,-0.733932812,2257378144,72.05484531,..,22572000,..,-6487850.8,17087000,16.1801123,5.422260265,..,152809997.6,-747045155.6,-1173915464,..,-1868783.579,17686771.31,444557079.4,1789545500,59.94161102
Lesotho,LSO,2023,YR2023,..,..,..,-6.7613062,-143201926.5,42.92298058,-15.59404807,909092611.5,-15391245100,25647817.14,-1.210966565,-25647817.14,..,..,2252257826,20734938900,39076924000,2117962451,1.826625259,974.3824828,8970.447793,16905.64454,916.2829793,0.709360213,2595.829523,2880.96631,6000187259,6659272959,39076924000,35.58404802,-1.095489357,753656775.5,868628157.6,1663093396,..,-28.44830391,-11116722100,155.6689726,168.3817813,2059030726,92.8642559,9.008921197,36288494700,98.59077495,-0.238537437,2088115593,70.63136725,..,26372000,..,-6148632.1,16069000,..,..,..,..,-794465238.4,-1188645887,..,108713897.8,17160767.21,411341415.9,1852486800,63.35726538
Liberia,LBR,2021,YR2021,..,..,1783546450,-2.896233836,-101746128.3,..,..,..,..,-535582905.5,15.24552687,535582905.5,2.590979717,91022400,3270920146,3499000000,3513049500,3513049500,4.986712835,621.9279831,665.2947537,667.9661051,667.9661051,2.793685277,1539.208923,1539.208923,8095196891,8095196891,3513049500,..,..,..,881183321.3,1337735091,459710000,..,..,..,..,..,..,..,..,..,..,..,82.69672643,..,81161000,-7866452.1,..,89596000,..,18.40151797,..,606330017.1,-456551769.6,-698395251.8,..,..,159607459.3,401450941.4,..,2.735863356
Liberia,LBR,2022,YR2022,..,..,..,1.619733282,64806289.87,..,..,..,..,-960192468.7,23.9985301,960192468.7,2.274964528,91022400,3428189426,3667235600,4001047000,4001047000,4.808105173,638.0051839,682.4930108,744.6171752,744.6171752,2.585058276,1578.998371,1691.572757,8484422471,9089317747,4001047000,..,..,..,1028442150,1527822530,347270000,..,..,..,..,..,..,..,..,..,..,..,90.96763763,..,111822000,-1803965.1,0,129636000,..,12.92305855,..,494630004.9,-499380380.6,-741456441.7,..,..,191576580,433652641.1,..,2.28060464
Liberia,LBR,2023,YR2023,..,..,..,..,..,..,..,..,..,..,2.060679953,87372830,2.060679953,87372830,3588757485,3839000000,4240000000,4240000000,4.683756888,653.3291883,698.8855515,771.8871421,771.8871421,2.401862065,1616.923734,1794.533409,8881812193,9857427644,4240000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.36576982,..,120038000,-36440884.3,..,156179000,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,2021,YR2021,31.54134123,52681191881,33096515120,16.11477285,5675300000,92.05460755,126.0964904,32419787681,27636539000,-377600000,1.71219284,603000000,0.640013708,225400000,55179091533,82820000000,1.58989E+11,35217995647,28.33346246,7733.390076,11607.28363,22282.42475,4935.827873,26.71874875,12641.50977,12641.50977,90199384483,90199384483,1.58989E+11,34.63447157,-1.962587546,12197566689,32297000000,16957200000,281860000,32.51482807,51695000000,79.64607948,223.4675303,57998357927,32.85070036,-0.338835718,52229000000,72.22946242,46.58611771,25437768930,..,..,..,..,..,..,..,0.993711267,..,343600006.1,15339800000,6973400000,..,912900000,82800000,8449200000,-6613473900,..
Libya,LBY,2022,YR2022,..,..,..,..,..,91.98092351,-19.94941008,39778344211,20350425700,..,0.115616833,50000000,0.115616833,50000000,50625917040,75986000000,2.08152E+11,43246297922,-8.251630041,7008.206484,10518.83322,28814.73129,5986.636949,-9.377305226,11456.07681,12272.83562,82756464976,88656571302,2.08152E+11,30.8000884,-1.13522116,13319897988,..,..,192710000,39.92611169,83107000000,70.59408533,262.4950909,51169563506,29.27379992,-1.255517403,60934000000,64.34076117,-13.92205108,27824997263,..,..,..,..,..,..,..,0.614526108,..,274390014.6,..,..,..,..,..,..,-2917472200,..
Libya,LBY,2023,YR2023,..,..,..,..,..,85.11373768,7.101751188,38383285195,27781767800,..,-0.364071413,-164183330,-0.364071413,-164183330,55767393125,83703000000,2.17044E+11,45096462972,10.15581818,7633.451428,11457.28264,29709.0242,6172.812469,8.921611333,12478.14346,13848.795,91161061089,1.01175E+11,2.17044E+11,35.28362913,5.526910938,15911668744,..,..,..,32.29391276,70092000000,84.18644238,319.596953,57150193651,32.42245812,5.277991302,70371000000,70.54146399,-16.54236071,31811705188,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-4422604500,..
Liechtenstein,LIE,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7046100000,7710380086,..,..,..,179830.024,196783.7294,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,2022,YR2022,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7029000000,7361504432,..,..,..,177980.908,186400.2338,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,2021,YR2021,2.280097537,42348772232,55896758252,1.469406685,985050876.5,79.62993851,16.58490859,53381777500,3341389000,-1237540187,3.740642344,2507626416,1.894595742,1270086229,52150789442,47003320000,56679662000,67037321009,6.380016762,18619.70268,16781.87143,20236.67265,23934.72849,6.153875017,45955.56895,45955.56895,1.28714E+11,1.28714E+11,56679662000,17.49749496,1.199364819,11729851863,37264454193,40682372836,..,26.28815782,14900039000,95.54684889,123.819416,46728352524,57.3699575,8.135191146,32517098000,75.17678916,19.17433223,50396505475,..,..,..,..,..,..,..,..,..,..,-3417918642,3002108491,..,2134943258,16032829899,9612802766,4887223000,3.649705759
Lithuania,LTU,2022,YR2022,..,..,..,-6.084973892,-4322393326,86.77984929,12.3878715,61643097917,3634046000,-3222401217,3.405881082,2419329634,-1.130547187,-803071582.9,53474128767,48196041000,67455464000,71033884500,2.537525009,18884.51486,17020.5457,23822.05641,25085.78406,1.42221484,46609.15587,50455.92036,1.3198E+11,1.42873E+11,67455464000,16.74404612,0.376698292,11893946379,43184154122,50868233544,..,25.98339254,17527218000,102.0919136,153.8670877,47914096717,58.32874265,2.03304311,39345924000,88.87176286,12.70181757,63129065381,..,..,..,..,..,..,..,..,..,..,-7684079422,-1467958906,..,2173499749,18263554611,12047434095,5011237000,6.428367246
Lithuania,LTU,2023,YR2023,..,..,..,1.100877108,878388495.2,76.4728581,-3.39657706,61017599737,4357035000,-1424642070,4.801504386,3831114464,3.016012145,2406472393,53657150684,48360998000,73792835000,79789877416,0.342262552,18685.55195,16841.22114,25697.59732,27786.00578,-1.053577035,46118.09251,50783.2564,1.32432E+11,1.45828E+11,73792835000,17.27548345,0.221451865,13784087070,39579721676,44497297034,..,25.83797871,19066577000,96.09619281,160.4649989,48078089379,57.32419956,-1.02635078,42301152000,72.56905091,-5.340855199,57902756764,..,..,..,..,..,..,..,..,..,..,-4917575358,3120764718,..,1400599236,21440306243,13401966167,5028389000,7.938857907
Luxembourg,LUX,2021,YR2021,12.26893446,41837314994,49784930446,11.16760532,9557695171,213.2226787,10.27836907,1.82485E+11,20519930000,1.77813E+11,60.96252483,52174231870,60.96252483,52174231870,70679635854,63703303000,72360860000,85584105994,7.168401987,110425.8884,99526.45829,113052.5385,133711.7944,5.553502169,135379.2912,135379.2912,86651410643,86651410643,72360860000,17.47194547,5.077646459,14953208329,28959238723,28153377648,..,52.14373903,37731658000,66.69584082,111.6290049,64564169447,30.3843155,11.36637713,21986352000,179.9185195,12.37346317,1.53982E+11,..,..,..,..,..,..,..,..,..,..,805861074.1,35293573995,..,-1.9629E+11,1.58063E+11,1.23575E+11,5498511000,3.614585631
Luxembourg,LUX,2022,YR2022,..,..,..,6.651995427,5430809325,211.2782056,-0.641085629,1.72491E+11,21810657000,66515110852,-360.3528065,-2.94199E+11,-360.3528065,-2.94199E+11,71655146216,64582527000,77529000000,81641807866,1.380185891,109714.9243,98885.66888,118708.6876,125006.0218,-0.643838258,134507.6675,144750.8049,87847361187,94537184943,77529000000,17.63871326,2.623759038,14400564386,27502665492,28167031099,..,51.78851269,40151116000,65.95725728,119.4281239,65274070189,30.57277406,2.29588578,23702766000,177.2354629,-1.906071699,1.44698E+11,..,..,..,..,..,..,..,..,..,..,-664365606.4,28768301551,..,-1.14787E+11,1.44816E+11,1.15383E+11,5731004000,4.097389501
Luxembourg,LUX,2023,YR2023,..,..,..,5.984564467,5132063625,212.5306183,-1.366476377,1.82256E+11,20159304000,55741417210,-27.61202108,-23678690370,-27.61202108,-23678690370,70870003857,63874881000,79309622000,85755006124,-1.095723616,106342.7575,95846.34695,119006.6804,128678.1899,-3.073571689,130373.4779,139105.9617,86884796905,92704386034,79309622000,18.98974124,2.534316456,16284653767,27253529342,27773636791,..,48.79076589,38695772000,69.1594571,125.0882578,64352431116,32.21949286,4.030923519,25553158000,181.6900754,-0.139437297,1.55808E+11,..,..,..,..,..,..,..,..,..,..,-520107448.9,28000301849,..,-40955685619,1.49463E+11,1.20943E+11,5851943000,4.086036922
"Macao SAR, China",MAC,2021,YR2021,..,..,..,8.66448504,2683333373,90.93842518,83.54136055,28163025268,35759000000,-1229367566,18.31871124,5673182999,14.34908265,4443815433,28748111099,2.50804E+11,2.47926E+11,30969334705,23.53598889,42121.7745,367478.3883,363261.5385,45376.31459,24.06090371,74177.78252,74177.78252,50626336573,50626336573,2.47926E+11,21.15389269,-0.792298039,6551219831,9480886756,19781778172,..,37.00418673,91743000000,85.81189548,98.9332022,29165772674,41.84192057,9.372740135,1.03737E+11,76.75032066,53.74287778,23769063692,..,..,..,..,..,..,..,..,..,..,-10300891416,4393443566,..,6265061670,18682083823,3987748840,751000000,84.91819463
"Macao SAR, China",MAC,2022,YR2022,..,..,..,11.38182928,2845356418,84.39017374,-25.15549534,21096795296,1410000000,-2117783888,11.72810431,2931922104,3.256668351,814138216.6,23110797292,2.01623E+11,2.01623E+11,24999113476,-19.60933637,34121.95082,297686.4019,297686.4019,36909.95641,-18.99213358,60089.83898,64373.93254,40698847941,43600464512,2.01623E+11,27.39568402,4.285768229,6848678137,7874732367,17571584442,..,23.82714274,48041000000,99.30017905,100,24037374695,48.77717324,-5.760938309,98346000000,83.69084876,-11.92145277,20921970251,..,..,..,..,..,..,..,..,..,..,-9696852074,-334029067.2,..,3576511766,13196095360,3833272353,873000000,72.6304725
"Macao SAR, China",MAC,2023,YR2023,..,..,..,37.01676611,16954814531,91.35835897,87.44872172,41844931226,1.3374E+11,-450857367.1,1.154361341,528732909.5,0.170022546,77875542.37,40458079958,3.52964E+11,3.69328E+11,45803067940,75.06137693,59602.35704,519982.3217,544089.5698,67476.52908,74.67452945,104961.6435,116491.07,71247963598,79074138328,3.69328E+11,13.77231079,-8.26453762,6308140869,5741460763,17980512258,..,56.15604557,2.074E+11,59.29336525,99.89143574,40858535210,30.07164363,13.31421715,1.11063E+11,50.65172421,9.757022638,23200043654,..,..,..,..,..,..,..,..,..,..,-12239051496,20432205701,..,18773762153,37871218308,5199961111,902000000,89.43694909
Madagascar,MDG,2021,YR2021,-1.13846991,10390051503,12500340516,-4.960253974,-721952769.5,22.77428988,55.00684883,3314741894,-1.75556E+12,-243209375.8,2.456494025,357536665.3,0.785497911,114327289.5,12947986308,2.14854E+13,5.57444E+13,14554754117,5.739615739,436.0900647,723630.9306,1877479.035,490.2062386,3.113041909,1599.412769,1599.412769,47488297275,47488297275,5.57444E+13,17.21371084,0.157817114,2505413287,2707724600,3677001521,594990000,6.189337752,3.45021E+12,108.908471,261.2215419,11660169265,76.59695141,3.004749303,4.26985E+13,31.68275171,12.67811684,4611346609,59.61705074,..,193024000,..,47747170.8,268547000,69.61439734,7.473065936,..,1068260010,-969276921,-1407090214,..,-143153.0621,654219361.5,1092032655,2.51346E+12,15.2547874
Madagascar,MDG,2022,YR2022,..,..,..,-5.479963702,-829376077.6,30.37761761,29.49952492,4597561354,-3.58192E+11,-325831200.6,3.091231792,467848664.2,0.938356636,142017463.6,13465905760,2.23448E+13,6.19935E+13,15134700203,3.999999999,442.4151621,734126.5517,2036763.112,497.2425148,1.450410796,1622.610824,1738.294553,49387829165,52908924990,6.19935E+13,22.49591601,34.37555383,3404689445,3547068018,4516885265,667220000,12.68394646,7.86322E+12,108.0989483,295.1783081,12125375258,64.82013754,-9.294799718,4.01843E+13,38.47656591,13.09269964,5823312899,62.10230997,..,131336000,..,77561132.5,203288000,65.65649175,6.771878341,..,1042920044,-969817246.6,-1351885540,..,-304576.5057,1141938241,1524006534,2.61595E+12,32.14047903
Madagascar,MDG,2023,YR2023,..,..,..,..,..,26.86755989,12.63930937,4242418133,1.64673E+12,..,0.755308706,119264100,0.755308706,119264100,13977610179,2.31939E+13,6.99436E+13,15790113247,3.8,448.0587462,743491.2962,2242073.019,506.1593687,1.275630803,1643.309348,1823.817329,51264566674,56895681389,6.99436E+13,22.31937094,1.891199332,3524253947,..,..,..,14.54975122,1.01766E+13,107.0439344,347.4716645,12549896889,63.13087784,-12.32153517,4.4156E+13,33.91149433,-2.890237098,5354663358,58.70110111,..,328791000,..,15599035.7,385773000,..,..,..,..,..,..,..,..,..,..,2.77433E+12,..
Malawi,MWI,2021,YR2021,..,..,11287506854,-15.49224932,-1917650723,..,..,..,..,-128860857,1.046176499,129497084.5,0.005139932,636227.4973,11426314940,7.59342E+12,9.97552E+12,12378129751,4.55829212,569.9689673,378775.9784,497600.3167,617.4475208,1.880764329,1687.593582,1687.593582,33831623933,33831623933,9.97552E+12,..,..,..,1125111915,3173514403,950080000,..,..,..,..,10726782743,..,..,..,..,..,..,55.04307058,..,106337000,..,-26266143.6,178203000,55.37927222,9.812917407,..,1178160034,-2048402488,-2180598872,..,71433506.31,462146310.4,594342694.4,4.61651E+11,5.944894046
Malawi,MWI,2022,YR2022,..,..,..,-17.84618685,-2218113298,..,..,..,..,-140005928.3,1.598886132,198726519.1,0.472445946,58720590.81,11531564449,7.66336E+12,1.17957E+13,12429060151,0.921115069,560.6357597,372573.5445,573475.5604,604.2697512,-1.637493994,1659.959338,1778.305821,34143252120,36577488742,1.17957E+13,..,..,..,1022782339,2867999490,1053970000,..,..,..,..,10848890825,..,..,..,..,..,..,55.94326827,..,201454000,..,63560329,267039000,53.65035514,11.15957338,..,1368479980,-1845217151,-2347203418,..,95454962.25,464047827,966034094.2,4.50411E+11,5.944894046
Malawi,MWI,2023,YR2023,..,..,..,-17.90494204,-2276103105,..,..,..,..,-134063523.5,1.598886154,203252807.5,0.544276803,69189284.03,11749794461,7.80839E+12,1.476E+13,12712150082,1.892457988,556.7440348,369987.2776,699377.7809,602.3436198,-0.694162804,1648.436518,1829.507689,34789398822,38610812097,1.476E+13,..,..,..,1051541487,2996742514,..,..,..,..,..,11032282706,..,..,..,..,..,..,59.77050383,..,218477000,..,5344200.6,345819000,..,..,..,..,-1945201028,-2469036002,..,-2596916.747,474617198,998452172.4,4.73508E+11,5.944894046
Malaysia,MYS,2021,YR2021,0.705497632,2.54984E+11,2.64144E+11,3.877476707,14493419471,70.63305555,18.54320039,2.64016E+11,83578013000,-7460181234,5.416259849,20245157327,3.420410697,12784976093,3.56135E+11,1.39088E+12,1.5487E+12,3.73785E+11,3.315349544,10388.26671,40571.31331,45174.80795,10903.11164,2.131461998,29822.84918,29822.84918,1.0224E+12,1.0224E+12,1.5487E+12,12.63688126,5.835826508,47234744328,2.4259E+11,1.99776E+11,61180000,29.35582487,4.54634E+11,92.76988353,109.9000682,3.5213E+11,58.00729387,1.788309239,8.98359E+11,63.40293914,21.18582813,2.36991E+11,..,..,..,..,..,..,0.022312209,0.003957525,..,14390000.34,42814010893,26980425522,..,-4560040626,21245983014,37079568385,15641993000,0.36571626
Malaysia,MYS,2022,YR2022,..,..,..,3.125192857,12738468640,76.85018864,14.50865079,3.13246E+11,82344316000,-3216658619,3.686893363,15027992711,2.897734255,11811334092,3.87695E+11,1.51414E+12,1.7939E+12,4.07606E+11,8.861821876,11174.21008,43640.81041,51704.2102,11748.09193,7.565683341,32079.15152,34366.22848,1.113E+12,1.19235E+12,1.7939E+12,11.58770183,5.106387616,47232149524,2.80938E+11,2.38513E+11,46920000,30.80507411,5.52613E+11,92.80504099,116.2758871,3.83397E+11,57.60722406,11.31546348,1.03342E+12,69.65522964,15.99221502,2.83919E+11,..,..,..,..,..,..,0.006699867,0.001239018,..,-5500000,42424945000,29122040539,..,11285060970,31942077455,45244981916,16783821000,19.99482618
