Country Name,Country Code,Time,Time Code,Adjusted net national income (annual % growth) [NY.ADJ.NNTY.KD.ZG],Adjusted net national income (constant 2015 US$) [NY.ADJ.NNTY.KD],Adjusted net national income (current US$) [NY.ADJ.NNTY.CD],Adjusted net national income per capita (annual % growth) [NY.ADJ.NNTY.PC.KD.ZG],Adjusted net national income per capita (constant 2015 US$) [NY.ADJ.NNTY.PC.KD],Adjusted net national income per capita (current US$) [NY.ADJ.NNTY.PC.CD]
Lower middle income,LMC,2023,YR2023,..,..,..,..,..,..
Middle East & North Africa,MEA,2021,YR2021,..,..,..,..,..,..
Middle East & North Africa,MEA,2022,YR2022,..,..,..,..,..,..
Middle East & North Africa,MEA,2023,YR2023,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,2021,YR2021,7.760641654,1.32879E+12,1.21363E+12,6.107571918,3126.714469,2855.723919
Middle East & North Africa (excluding high income),MNA,2022,YR2022,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,2023,YR2023,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,2021,YR2021,7.760641654,1.31448E+12,1.20056E+12,6.118850351,3129.292854,2858.078836
Middle East & North Africa (IDA & IBRD countries),TMN,2022,YR2022,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,2023,YR2023,..,..,..,..,..,..
Middle income,MIC,2021,YR2021,6.499529469,2.43819E+13,2.59272E+13,5.600712001,4198.259671,4464.330635
Middle income,MIC,2022,YR2022,..,..,..,..,..,..
Middle income,MIC,2023,YR2023,..,..,..,..,..,..
North America,NAC,2021,YR2021,5.746809123,1.87833E+13,2.12056E+13,5.537363029,50717.23842,57257.66513
North America,NAC,2022,YR2022,..,..,..,..,..,..
North America,NAC,2023,YR2023,..,..,..,..,..,..
Not classified,INX,2021,YR2021,..,..,..,..,..,..
Not classified,INX,2022,YR2022,..,..,..,..,..,..
Not classified,INX,2023,YR2023,..,..,..,..,..,..
OECD members,OED,2021,YR2021,4.997997041,4.25617E+13,4.76757E+13,4.863637006,31026.86037,34754.87928
OECD members,OED,2022,YR2022,..,..,..,..,..,..
OECD members,OED,2023,YR2023,..,..,..,..,..,..
Other small states,OSS,2021,YR2021,4.280338287,1.35242E+11,1.57277E+11,3.116512566,9632.040549,11201.46415
Other small states,OSS,2022,YR2022,..,..,..,..,..,..
Other small states,OSS,2023,YR2023,..,..,..,..,..,..
Pacific island small states,PSS,2021,YR2021,..,..,8606767545,..,..,3278.15292
Pacific island small states,PSS,2022,YR2022,..,..,..,..,..,..
Pacific island small states,PSS,2023,YR2023,..,..,..,..,..,..
Post-demographic dividend,PST,2021,YR2021,4.949007735,4.00601E+13,4.5208E+13,5.019488913,35863.52312,40472.14004
Post-demographic dividend,PST,2022,YR2022,..,..,..,..,..,..
Post-demographic dividend,PST,2023,YR2023,..,..,..,..,..,..
Pre-demographic dividend,PRE,2021,YR2021,..,..,1.13557E+12,..,..,1107.918388
Pre-demographic dividend,PRE,2022,YR2022,..,..,..,..,..,..
Pre-demographic dividend,PRE,2023,YR2023,..,..,..,..,..,..
Small states,SST,2021,YR2021,4.818451514,1.7375E+11,1.93796E+11,3.72825567,8785.044192,9798.628957
Small states,SST,2022,YR2022,..,..,..,..,..,..
Small states,SST,2023,YR2023,..,..,..,..,..,..
South Asia,SAS,2021,YR2021,9.590850363,3.22351E+12,3.58808E+12,8.496270548,1683.940127,1874.39354
South Asia,SAS,2022,YR2022,..,..,..,..,..,..
South Asia,SAS,2023,YR2023,..,..,..,..,..,..
South Asia (IDA & IBRD),TSA,2021,YR2021,9.590850363,3.22351E+12,3.58808E+12,8.496270548,1683.940127,1874.39354
South Asia (IDA & IBRD),TSA,2022,YR2022,..,..,..,..,..,..
South Asia (IDA & IBRD),TSA,2023,YR2023,..,..,..,..,..,..
Sub-Saharan Africa,SSF,2021,YR2021,..,..,1.54282E+12,..,..,1286.741922
Sub-Saharan Africa,SSF,2022,YR2022,..,..,..,..,..,..
Sub-Saharan Africa,SSF,2023,YR2023,..,..,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,2021,YR2021,..,..,1.5416E+12,..,..,1285.834393
Sub-Saharan Africa (excluding high income),SSA,2022,YR2022,..,..,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,2023,YR2023,..,..,..,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,2021,YR2021,..,..,1.54282E+12,..,..,1286.741922
Sub-Saharan Africa (IDA & IBRD countries),TSS,2022,YR2022,..,..,..,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,2023,YR2023,..,..,..,..,..,..
Upper middle income,UMC,2021,YR2021,6.480382599,1.8681E+13,2.00074E+13,6.053161858,6663.558008,7136.672062
Upper middle income,UMC,2022,YR2022,..,..,..,..,..,..
Upper middle income,UMC,2023,YR2023,..,..,..,..,..,..
World,WLD,2021,YR2021,5.397612348,6.95626E+13,7.68925E+13,4.532129858,8781.837527,9707.192803
World,WLD,2022,YR2022,..,..,..,..,..,..
World,WLD,2023,YR2023,..,..,..,..,..,..
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,
Last Updated: 01/28/2025,,,,,,,,,
Code,License Type,Indicator Name,Long definition,Source,Topic,Periodicity,Base Period,Aggregation method,Statistical concept and methodology
NY.ADJ.NNTY.KD.ZG,CC BY-4.0,Adjusted net national income (annual % growth),Adjusted net national income is GNI minus consumption of fixed capital and natural resources depletion.,World Bank staff estimates based on sources and methods in World Bank's The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium (2011).,Economic Policy & Debt: National accounts: Adjusted savings & income,Annual,,Weighted average,"Adjusted net national income complements gross national income (GNI) in assessing economic progress (Hamilton and Ley 2010) by providing a broader measure of national income that accounts for the depletion of natural resources.

Adjusted net national income is calculated by subtracting from GNI a charge for the consumption of fixed capital (a calculation that yields net national income) and for the depletion of natural resources. The deduction for the depletion of natural resources, which covers net forest depletion, energy depletion, and mineral depletion, reflects the decline in asset values associated with the extraction and harvesting of natural resources. This is analogous to depreciation of fixed assets.

Growth rates of adjusted net national income are computed from constant price series deflated using the gross national expenditure (formerly domestic absorption) deflator."
NY.ADJ.NNTY.KD,CC BY-4.0,Adjusted net national income (constant 2015 US$),Adjusted net national income is GNI minus consumption of fixed capital and natural resources depletion.,World Bank staff estimates based on sources and methods in World Bank's The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium (2011).,Economic Policy & Debt: National accounts: Adjusted savings & income,Annual,2015,Gap-filled total,"Adjusted net national income complements gross national income (GNI) in assessing economic progress (Hamilton and Ley 2010) by providing a broader measure of national income that accounts for the depletion of natural resources.

Adjusted net national income is calculated by subtracting from GNI a charge for the consumption of fixed capital (a calculation that yields net national income) and for the depletion of natural resources. The deduction for the depletion of natural resources, which covers net forest depletion, energy depletion, and mineral depletion, reflects the decline in asset values associated with the extraction and harvesting of natural resources. This is analogous to depreciation of fixed assets.

Growth rates of adjusted net national income are computed from constant price series deflated using the gross national expenditure (formerly domestic absorption) deflator."
NY.ADJ.NNTY.CD,CC BY-4.0,Adjusted net national income (current US$),Adjusted net national income is GNI minus consumption of fixed capital and natural resources depletion.,World Bank staff estimates based on sources and methods in World Bank's The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium (2011).,Economic Policy & Debt: National accounts: Adjusted savings & income,Annual,,Gap-filled total,"Adjusted net national income complements gross national income (GNI) in assessing economic progress (Hamilton and Ley 2010) by providing a broader measure of national income that accounts for the depletion of natural resources.

Adjusted net national income is calculated by subtracting from GNI a charge for the consumption of fixed capital (a calculation that yields net national income) and for the depletion of natural resources. The deduction for the depletion of natural resources, which covers net forest depletion, energy depletion, and mineral depletion, reflects the decline in asset values associated with the extraction and harvesting of natural resources. This is analogous to depreciation of fixed assets."
NY.ADJ.NNTY.PC.KD.ZG,CC BY-4.0,Adjusted net national income per capita (annual % growth),Adjusted net national income is GNI minus consumption of fixed capital and natural resources depletion.,World Bank staff estimates based on sources and methods in World Bank's The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium (2011).,Economic Policy & Debt: National accounts: Adjusted savings & income,Annual,,Weighted average,"Adjusted net national income complements gross national income (GNI) in assessing economic progress (Hamilton and Ley 2010) by providing a broader measure of national income that accounts for the depletion of natural resources.

Adjusted net national income is calculated by subtracting from GNI a charge for the consumption of fixed capital (a calculation that yields net national income) and for the depletion of natural resources. The deduction for the depletion of natural resources, which covers net forest depletion, energy depletion, and mineral depletion, reflects the decline in asset values associated with the extraction and harvesting of natural resources. This is analogous to depreciation of fixed assets.

Growth rates of adjusted net national income are computed from constant price series deflated using the gross national expenditure (formerly domestic absorption) deflator."
NY.ADJ.NNTY.PC.KD,CC BY-4.0,Adjusted net national income per capita (constant 2015 US$),Adjusted net national income is GNI minus consumption of fixed capital and natural resources depletion.,World Bank staff estimates based on sources and methods in World Bank's The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium (2011).,Economic Policy & Debt: National accounts: Adjusted savings & income,Annual,2015,Weighted average,"Adjusted net national income complements gross national income (GNI) in assessing economic progress (Hamilton and Ley 2010) by providing a broader measure of national income that accounts for the depletion of natural resources.

Adjusted net national income is calculated by subtracting from GNI a charge for the consumption of fixed capital (a calculation that yields net national income) and for the depletion of natural resources. The deduction for the depletion of natural resources, which covers net forest depletion, energy depletion, and mineral depletion, reflects the decline in asset values associated with the extraction and harvesting of natural resources. This is analogous to depreciation of fixed assets.

Growth rates of adjusted net national income are computed from constant price series deflated using the gross national expenditure (formerly domestic absorption) deflator."
NY.ADJ.NNTY.PC.CD,CC BY-4.0,Adjusted net national income per capita (current US$),Adjusted net national income is GNI minus consumption of fixed capital and natural resources depletion.,World Bank staff estimates based on sources and methods in World Bank's The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium (2011).,Economic Policy & Debt: National accounts: Adjusted savings & income,Annual,,Weighted average,
