Country Name,Country Code,Time,Time Code,Adjusted Net National Income(Yrly % Growth),Adjusted Net Natiobnal Income (Constant),Adjusted Net National Income (Current),Current Account Balance (% GDP),Current Account Balance (BoP Current $),Exports Goods and Services (% GDP),Exports Goods and Services (Yrly % growth),Exports of Goods and Services (Current $),External Balance on Goods and Services (Constant LCU),"Foreign Direct Investment, Net (Current $)","Foreign Direct Investment, Net Inflows (% of GDP)","Foreign Direct Investment, Net Inflows (Current $)","Foreign Direct Investment, Net Outflows (% of GDP)","Foreign Direct Investment, Net Outflows (Current $)",GDP (Constant 2015 $),GDP (Constant LCU),GDP (Current LCU),GDP (Current $),GDP Growth (Yrly %),GDP per capita (Constant 2015 $),GDP per capita (Constant LCU),GDP per capita (Current LCU),GDP per Capita (Current $),GDP per Capita Growth (Yrly %),"GDP per capita, PPP (Constant 2021 International $)","GDP per capita, PPP (Current International $)","GDP, PPP (Constant 2021 International $)","GDP, PPP (Current International $)",GDP: Linked Series (Current LCU),General Government Final Consumption Expenditure (% of GDP),General Government Final Consumption Expenditure (Annual % Growth),General Government Final Consumption Expenditure (Current $),Goods Exports (Current $),Goods Imports (Current $),"Grants, Excluding Technical Cooperation (Current $)",Gross Domestic Savings (% GDP),Gross Domestic Savings (Current LCU),Gross National Expenditure (% of GDP),Gross National Expenditure Deflator (Base Yr Varies by Country),Gross Value Added at Basic Prices (GVA) (Constant 2015 $),Households and NPISHs Final Consumption Expenditure (% of GDP),Households and NPISHs Final Consumption Expenditure (Annual % Growth),Households and NPISHs Final Consumption Expenditure (Current LCU),Imports Goods and Services (% GDP),Imports Goods and Services (Yrly % Growth),Imports of Goods and Services (Current $),Multilateral Debt Service (% of Public and Publicly Guaranteed Debt Service),"Net Financial Flows, IBRD (NFL, Current $)","Net Financial Flows, IDA (NFL, Current $)","Net Financial Flows, IMF Concessional (NFL, Current $)","Net Financial Flows, IMF Nonconcessional (NFL, Current $)","Net Financial Flows, Multilateral (NFL, Current $)",Net ODA Received (% of Central Government Expense),Net ODA Received (% of GNI),Net Official Aid Received (Current $),Net Dvlpmt Assistance and Aid Received (Constant 2021 $),Net Trade in Goods (Current $),Net Trade in Goods and Services (Current $),"Portfolio Investment, Bonds (PPG + PNG) (NFL, Current $)",Net Portfolio Investment (Current $),Service Exports (Current $),Service Imports (Current $),Taxes Less Subsidies on Products (Constant LCU),Travel Services (% of Service Exports)
Latvia,LVA,2022.0,YR2022,..,..,..,-5.476965556,-2082282375,77.46946459,11.41995205,29453042752,-2583278000,-1385206181,3.202055462,1217386449,-0.441563006,-167877423.3,30834377325,27790914000,36103656000,38018905782,1.812682402,16406.64906,14787.25411,19210.37702,20229.46136,2.08934627,37651.0169,39931.6063,70760681099,75046782045,36103656000,20.48463458,2.846094888,7788033919,21759432772,26072801145,..,19.33287864,6979876000,104.8877931,126.0248642,26677991143,64.0945615,7.211101334,23140480000,82.3572549,9.912783923,31311327145,..,..,..,..,..,..,..,..,..,..,-4312303720,-1841317410,..,1047717759,7605360034,5133309072,3742137000,14.09638059
Latvia,LVA,2023.0,YR2023,..,..,..,-3.936035881,-1662890537,66.97077583,-4.69823608,28293712958,-3092997000,-670181723.3,3.997998339,1689068344,2.414228475,1019959627,31360657013,28265248000,39072483000,42247850065,1.70679525,16703.90185,15055.167,20811.51938,22502.84299,1.81178249,38333.17143,41384.25163,71968421043,77696656293,39072483000,20.36521969,6.999429617,8603867479,20169501297,24118897317,..,20.25471225,7914019000,103.739294,129.860052,27339477181,63.13479745,-1.302591932,24668333000,70.7100698,-1.984493909,29873484268,..,..,..,..,..,..,..,..,..,..,-3948307342,-1581098660,..,-1630696949,8124140024,5755842663,3606546000,15.72582574
Lebanon,LBN,2021.0,YR2021,-16.20262411,24088247157,17307089418,-19.69781286,-4556486559,26.02562769,13.08365942,6020232988,-9.60E+12,-1938565216,2.592900684,599788270.8,-5.787568423,-1338776945,34156740537,4.38458E+13,2.71916E+14,23131941557,-7.001238625,5973.419339,7667863.855,47553370.32,4045.373911,-7.25697163,11599.77551,11599.77551,66328931530,66328931530,2.71916E+14,2.360136821,-75.9851511,545945470,3847393486,12732523119,1306790000,-21.41788044,-5.82E+13,126.7773648,617.4187414,34932865809,119.0577436,2.106490929,3.23737E+14,52.80299271,-12.19340265,12214357414,53.24121201,44006000,7348000,..,..,18952000,96.08395398,6.588229788,..,1399290039,-8885129633,-7983310845,0,-883472210.1,5836749721,4934930933,1.12781E+12,53.7157861
Lebanon,LBN,2022.0,YR2022,..,..,..,-34.60622711,-7264685215,34.82877925,0.299990552,7311404299,-1.02E+13,-460686777.1,2.509661606,526838753.9,0.315123128,66151976.79,33944395264,4.35732E+13,5.73282E+14,20992421949,-0.621678971,5909.036516,7585217.937,99796875.06,3654.358455,-1.077821926,11474.75058,12292.84073,65916578511,70616088355,5.73282E+14,3.625325085,34.93733494,761043538.8,4194972261,17951464955,1228410000,-44.00554902,-2.52E+14,145.2307205,1547.078516,34719631080,140.3802238,2.300000506,8.04775E+14,80.05949902,3.499997458,16806427844,74.62797927,186613000,0,..,0,154354000,..,7.074324983,..,1470430054,-13756492693,-12091395112,0,3915127420,8249998740,6584901159,1.11599E+12,64.47176886
Lebanon,LBN,2023.0,YR2023,..,..,..,-28.10366964,-5642829133,..,..,..,..,-582765209.4,..,655437382.1,..,72672172.63,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3848562779,16686886736,..,..,..,..,..,..,..,..,..,..,..,..,96.41439025,164608000,813000,..,..,150318000,..,..,..,..,-12838323957,-11542638382,-300000000,2445683865,7921517837,6625832262,..,68.28856537
Lesotho,LSO,2021.0,YR2021,-0.872501275,2172820218,2346092294,-8.084676843,-195012920.1,46.14608982,8.050207481,1113103703,-14027120600,12372192.46,-0.512915646,-12372192.46,..,..,2160272945,19888099400,35648093400,2412130057,2.26671067,955.2212363,8794.043798,15762.73772,1066.586451,1.099358865,2544.782496,2544.782496,5755132494,5755132494,35648093400,34.68825657,-3.358072025,836725862.8,1060877473,1814030546,149820000,-18.42416543,-6567863700,146.8943007,154.3997563,1982864748,83.73590886,-1.666090483,29850255000,93.04038964,-0.430160026,2244255203,81.61233906,..,36464000,..,-12195707.5,30636000,19.49630624,6.369234387,..,179199996.9,-753153072.6,-1140233980,..,15335706.97,21619374.33,408700281.7,1704131500,47.25814334
Lesotho,LSO,2022.0,YR2022,..,..,..,-11.26972121,-265366219.4,46.50638234,-5.545428194,1095077920,-14298115800,7820069.161,-0.332107076,-7820069.161,..,..,2211855515,20362983500,38517722300,2354683089,2.387780202,967.519286,8907.263211,16848.58659,1029.995533,1.28745564,2577.545441,2761.31105,5892552409,6312660805,38517722300,35.21209872,-0.282697771,829133333.7,1052349343,1799394498,136640000,-21.98437393,-8467880100,149.3613822,165.9803124,2025334386,86.77227521,-0.210577961,33422704000,95.86759911,-0.733932812,2257378144,72.05484531,..,22572000,..,-6487850.8,17087000,16.1801123,5.422260265,..,152809997.6,-747045155.6,-1173915464,..,-1868783.579,17686771.31,444557079.4,1789545500,59.94161102
Lesotho,LSO,2023.0,YR2023,..,..,..,-6.7613062,-143201926.5,42.92298058,-15.59404807,909092611.5,-15391245100,25647817.14,-1.210966565,-25647817.14,..,..,2252257826,20734938900,39076924000,2117962451,1.826625259,974.3824828,8970.447793,16905.64454,916.2829793,0.709360213,2595.829523,2880.96631,6000187259,6659272959,39076924000,35.58404802,-1.095489357,753656775.5,868628157.6,1663093396,..,-28.44830391,-11116722100,155.6689726,168.3817813,2059030726,92.8642559,9.008921197,36288494700,98.59077495,-0.238537437,2088115593,70.63136725,..,26372000,..,-6148632.1,16069000,..,..,..,..,-794465238.4,-1188645887,..,108713897.8,17160767.21,411341415.9,1852486800,63.35726538
Lithuania,LTU,2021.0,YR2021,2.280097537,42348772232,55896758252,1.469406685,985050876.5,79.62993851,16.58490859,53381777500,3341389000,-1237540187,3.740642344,2507626416,1.894595742,1270086229,52150789442,47003320000,56679662000,67037321009,6.380016762,18619.70268,16781.87143,20236.67265,23934.72849,6.153875017,45955.56895,45955.56895,1.28714E+11,1.28714E+11,56679662000,17.49749496,1.199364819,11729851863,37264454193,40682372836,..,26.28815782,14900039000,95.54684889,123.819416,46728352524,57.3699575,8.135191146,32517098000,75.17678916,19.17433223,50396505475,..,..,..,..,..,..,..,..,..,..,-3417918642,3002108491,..,2134943258,16032829899,9612802766,4887223000,3.649705759
Lithuania,LTU,2022.0,YR2022,..,..,..,-6.084973892,-4322393326,86.77984929,12.3878715,61643097917,3634046000,-3222401217,3.405881082,2419329634,-1.130547187,-803071582.9,53474128767,48196041000,67455464000,71033884500,2.537525009,18884.51486,17020.5457,23822.05641,25085.78406,1.42221484,46609.15587,50455.92036,1.3198E+11,1.42873E+11,67455464000,16.74404612,0.376698292,11893946379,43184154122,50868233544,..,25.98339254,17527218000,102.0919136,153.8670877,47914096717,58.32874265,2.03304311,39345924000,88.87176286,12.70181757,63129065381,..,..,..,..,..,..,..,..,..,..,-7684079422,-1467958906,..,2173499749,18263554611,12047434095,5011237000,6.428367246
Lithuania,LTU,2023.0,YR2023,..,..,..,1.100877108,878388495.2,76.4728581,-3.39657706,61017599737,4357035000,-1424642070,4.801504386,3831114464,3.016012145,2406472393,53657150684,48360998000,73792835000,79789877416,0.342262552,18685.55195,16841.22114,25697.59732,27786.00578,-1.053577035,46118.09251,50783.2564,1.32432E+11,1.45828E+11,73792835000,17.27548345,0.221451865,13784087070,39579721676,44497297034,..,25.83797871,19066577000,96.09619281,160.4649989,48078089379,57.32419956,-1.02635078,42301152000,72.56905091,-5.340855199,57902756764,..,..,..,..,..,..,..,..,..,..,-4917575358,3120764718,..,1400599236,21440306243,13401966167,5028389000,7.938857907
Luxembourg,LUX,2021.0,YR2021,12.26893446,41837314994,49784930446,11.16760532,9557695171,213.2226787,10.27836907,1.82485E+11,20519930000,1.77813E+11,60.96252483,52174231870,60.96252483,52174231870,70679635854,63703303000,72360860000,85584105994,7.168401987,110425.8884,99526.45829,113052.5385,133711.7944,5.553502169,135379.2912,135379.2912,86651410643,86651410643,72360860000,17.47194547,5.077646459,14953208329,28959238723,28153377648,..,52.14373903,37731658000,66.69584082,111.6290049,64564169447,30.3843155,11.36637713,21986352000,179.9185195,12.37346317,1.53982E+11,..,..,..,..,..,..,..,..,..,..,805861074.1,35293573995,..,-1.96E+11,1.58063E+11,1.23575E+11,5498511000,3.614585631
Luxembourg,LUX,2022.0,YR2022,..,..,..,6.651995427,5430809325,211.2782056,-0.641085629,1.72491E+11,21810657000,66515110852,-360.3528065,-2.94E+11,-360.3528065,-2.94E+11,71655146216,64582527000,77529000000,81641807866,1.380185891,109714.9243,98885.66888,118708.6876,125006.0218,-0.643838258,134507.6675,144750.8049,87847361187,94537184943,77529000000,17.63871326,2.623759038,14400564386,27502665492,28167031099,..,51.78851269,40151116000,65.95725728,119.4281239,65274070189,30.57277406,2.29588578,23702766000,177.2354629,-1.906071699,1.44698E+11,..,..,..,..,..,..,..,..,..,..,-664365606.4,28768301551,..,-1.15E+11,1.44816E+11,1.15383E+11,5731004000,4.097389501
Luxembourg,LUX,2023.0,YR2023,..,..,..,5.984564467,5132063625,212.5306183,-1.366476377,1.82256E+11,20159304000,55741417210,-27.61202108,-23678690370,-27.61202108,-23678690370,70870003857,63874881000,79309622000,85755006124,-1.095723616,106342.7575,95846.34695,119006.6804,128678.1899,-3.073571689,130373.4779,139105.9617,86884796905,92704386034,79309622000,18.98974124,2.534316456,16284653767,27253529342,27773636791,..,48.79076589,38695772000,69.1594571,125.0882578,64352431116,32.21949286,4.030923519,25553158000,181.6900754,-0.139437297,1.55808E+11,..,..,..,..,..,..,..,..,..,..,-520107448.9,28000301849,..,-40955685619,1.49463E+11,1.20943E+11,5851943000,4.086036922
Madagascar,MDG,2021.0,YR2021,-1.13846991,10390051503,12500340516,-4.960253974,-721952769.5,22.77428988,55.00684883,3314741894,-1.76E+12,-243209375.8,2.456494025,357536665.3,0.785497911,114327289.5,12947986308,2.14854E+13,5.57444E+13,14554754117,5.739615739,436.0900647,723630.9306,1877479.035,490.2062386,3.113041909,1599.412769,1599.412769,47488297275,47488297275,5.57444E+13,17.21371084,0.157817114,2505413287,2707724600,3677001521,594990000,6.189337752,3.45021E+12,108.908471,261.2215419,11660169265,76.59695141,3.004749303,4.26985E+13,31.68275171,12.67811684,4611346609,59.61705074,..,193024000,..,47747170.8,268547000,69.61439734,7.473065936,..,1068260010,-969276921,-1407090214,..,-143153.0621,654219361.5,1092032655,2.51346E+12,15.2547874
Madagascar,MDG,2022.0,YR2022,..,..,..,-5.479963702,-829376077.6,30.37761761,29.49952492,4597561354,-3.58E+11,-325831200.6,3.091231792,467848664.2,0.938356636,142017463.6,13465905760,2.23448E+13,6.19935E+13,15134700203,3.999999999,442.4151621,734126.5517,2036763.112,497.2425148,1.450410796,1622.610824,1738.294553,49387829165,52908924990,6.19935E+13,22.49591601,34.37555383,3404689445,3547068018,4516885265,667220000,12.68394646,7.86322E+12,108.0989483,295.1783081,12125375258,64.82013754,-9.294799718,4.01843E+13,38.47656591,13.09269964,5823312899,62.10230997,..,131336000,..,77561132.5,203288000,65.65649175,6.771878341,..,1042920044,-969817246.6,-1351885540,..,-304576.5057,1141938241,1524006534,2.61595E+12,32.14047903
Madagascar,MDG,2023.0,YR2023,..,..,..,..,..,26.86755989,12.63930937,4242418133,1.64673E+12,..,0.755308706,119264100,0.755308706,119264100,13977610179,2.31939E+13,6.99436E+13,15790113247,3.8,448.0587462,743491.2962,2242073.019,506.1593687,1.275630803,1643.309348,1823.817329,51264566674,56895681389,6.99436E+13,22.31937094,1.891199332,3524253947,..,..,..,14.54975122,1.01766E+13,107.0439344,347.4716645,12549896889,63.13087784,-12.32153517,4.4156E+13,33.91149433,-2.890237098,5354663358,58.70110111,..,328791000,..,15599035.7,385773000,..,..,..,..,..,..,..,..,..,..,2.77433E+12,..
Malawi,MWI,2021.0,YR2021,..,..,11287506854,-15.49224932,-1917650723,..,..,..,..,-128860857,1.046176499,129497084.5,0.005139932,636227.4973,11426314940,7.59342E+12,9.97552E+12,12378129751,4.55829212,569.9689673,378775.9784,497600.3167,617.4475208,1.880764329,1687.593582,1687.593582,33831623933,33831623933,9.97552E+12,..,..,..,1125111915,3173514403,950080000,..,..,..,..,10726782743,..,..,..,..,..,..,55.04307058,..,106337000,..,-26266143.6,178203000,55.37927222,9.812917407,..,1178160034,-2048402488,-2180598872,..,71433506.31,462146310.4,594342694.4,4.61651E+11,5.944894046
Malawi,MWI,2022.0,YR2022,..,..,..,-17.84618685,-2218113298,..,..,..,..,-140005928.3,1.598886132,198726519.1,0.472445946,58720590.81,11531564449,7.66336E+12,1.17957E+13,12429060151,0.921115069,560.6357597,372573.5445,573475.5604,604.2697512,-1.637493994,1659.959338,1778.305821,34143252120,36577488742,1.17957E+13,..,..,..,1022782339,2867999490,1053970000,..,..,..,..,10848890825,..,..,..,..,..,..,55.94326827,..,201454000,..,63560329,267039000,53.65035514,11.15957338,..,1368479980,-1845217151,-2347203418,..,95454962.25,464047827,966034094.2,4.50411E+11,5.944894046
Malawi,MWI,2023.0,YR2023,..,..,..,-17.90494204,-2276103105,..,..,..,..,-134063523.5,1.598886154,203252807.5,0.544276803,69189284.03,11749794461,7.80839E+12,1.476E+13,12712150082,1.892457988,556.7440348,369987.2776,699377.7809,602.3436198,-0.694162804,1648.436518,1829.507689,34789398822,38610812097,1.476E+13,..,..,..,1051541487,2996742514,..,..,..,..,..,11032282706,..,..,..,..,..,..,59.77050383,..,218477000,..,5344200.6,345819000,..,..,..,..,-1945201028,-2469036002,..,-2596916.747,474617198,998452172.4,4.73508E+11,5.944894046
Malaysia,MYS,2021.0,YR2021,0.705497632,2.54984E+11,2.64144E+11,3.877476707,14493419471,70.63305555,18.54320039,2.64016E+11,83578013000,-7460181234,5.416259849,20245157327,3.420410697,12784976093,3.56135E+11,1.39088E+12,1.5487E+12,3.73785E+11,3.315349544,10388.26671,40571.31331,45174.80795,10903.11164,2.131461998,29822.84918,29822.84918,1.0224E+12,1.0224E+12,1.5487E+12,12.63688126,5.835826508,47234744328,2.4259E+11,1.99776E+11,61180000,29.35582487,4.54634E+11,92.76988353,109.9000682,3.5213E+11,58.00729387,1.788309239,8.98359E+11,63.40293914,21.18582813,2.36991E+11,..,..,..,..,..,..,0.022312209,0.003957525,..,14390000.34,42814010893,26980425522,..,-4560040626,21245983014,37079568385,15641993000,0.36571626
Malaysia,MYS,2022.0,YR2022,..,..,..,3.125192857,12738468640,76.85018864,14.50865079,3.13246E+11,82344316000,-3216658619,3.686893363,15027992711,2.897734255,11811334092,3.87695E+11,1.51414E+12,1.7939E+12,4.07606E+11,8.861821876,11174.21008,43640.81041,51704.2102,11748.09193,7.565683341,32079.15152,34366.22848,1.113E+12,1.19235E+12,1.7939E+12,11.58770183,5.106387616,47232149524,2.80938E+11,2.38513E+11,46920000,30.80507411,5.52613E+11,92.80504099,116.2758871,3.83397E+11,57.60722406,11.31546348,1.03342E+12,69.65522964,15.99221502,2.83919E+11,..,..,..,..,..,..,0.006699867,0.001239018,..,-5500000,42424945000,29122040539,..,11285060970,31942077455,45244981916,16783821000,19.99482618
Malaysia,MYS,2023.0,YR2023,..,..,..,1.56542804,6257096797,68.58190098,-8.074620706,2.74125E+11,69028108000,46861437.62,1.981110493,7918601050,1.992834494,7965462488,4.01479E+11,1.56797E+12,1.8229E+12,3.99705E+11,3.555487154,11429.58941,44638.19287,51895.71765,11379.0861,2.28543525,32812.29975,36416.54019,1.15257E+12,1.27918E+12,1.8229E+12,11.94926963,3.318143442,47761848409,2.31429E+11,2.01469E+11,..,27.56973949,5.0257E+11,94.90050533,115.4107696,3.9677E+11,60.48099088,4.653949333,1.10251E+12,63.4824063,-7.436321782,2.53742E+11,..,..,..,..,..,..,..,..,..,..,29960236838,20435053641,..,8121775203,42671310829,52196494026,18392324000,34.82540769
Maldives,MDV,2021.0,YR2021,24.80471728,3076134167,4329718253,-8.633089934,-453449368.5,76.09898518,129.265424,3997066755,19590716423,-642830713.6,12.23866599,642830713.6,0,0,5067979008,81257874000,80744440900,5252457370,37.50787012,9818.734348,157429.5152,156434.7867,10176.14388,33.76855886,19052.62249,19052.62249,9834087309,9834087309,80744440900,18.68310876,6.531352971,981322322.9,285385371.7,2390627184,88890000,34.77633586,28079957955,90.40932637,118.3782552,4580315891,46.54055538,9.318883279,37578911234,66.50831158,33.50665956,3493320713,20.18518498,..,-1195000,..,0,39581000,7.260738656,2.382988448,..,112410003.7,-2105241812,502384649.8,500000000,-283861595.6,3699420083,1091793622,9149191100,94.83542105
Maldives,MDV,2022.0,YR2022,..,..,..,-16.24835599,-1003680141,82.67092564,18.06524244,5106680722,14628548670,-732227100.8,11.85386271,732227100.8,0,0,5768682323,92492660400,95045000000,6177118114,13.82608952,11006.70918,176477.0111,181346.9031,11786.00915,12.0990628,21357.81125,22880.51232,11193757024,11991813787,95045000000,17.22105485,-4.91685206,1063764898,399748063.1,3316057612,100190000,36.08802026,34299858854,96.90171924,118.2832977,5235570535,46.69092489,15.10969061,44377389566,79.57264484,35.93827252,4915296258,7.505126914,..,-879000,..,0,10187000,..,2.179436114,..,125569999.7,-2916309549,196384407.6,-250000000,82977189.69,4695879775,1583185819,10068193500,95.7859955
Maldives,MDV,2023.0,YR2023,..,..,..,-21.25557603,-1400932549,74.38208206,4.361125615,4902444408,17619974928,-761516184.8,11.55406459,761516184.8,0,0,6041332856,96864226000,1.01413E+11,6590894302,4.72639189,11485.5547,184154.6215,192802.0717,12530.36024,4.350487549,22286.98017,24735.07542,11722817848,13010501259,1.01413E+11,17.11901698,1.952827904,1128296314,433637635.8,3295790967,..,31.61316624,32059775836,101.2682058,129.5978618,5474380823,51.26781679,11.05134917,51992094103,75.65028787,0.721317768,4986030513,15.65846805,..,1686000,..,0,129888000,..,..,..,..,-2862153331,-83406107.43,..,17882012.99,4458249666,1679502443,10680128600,94.886728
Malta,MLT,2021.0,YR2021,..,..,..,9.350257009,1843736563,118.5975547,-0.353427916,23385736623,2066400000,-16739380851,433.8608971,85551145633,348.9694238,68811764783,16292781700,14684600000,16671928908,19718565605,13.4603052,31420.73395,28319.34523,32151.92177,38027.38017,12.7592414,56697.29836,56697.29836,29399590301,29399590301,16671928908,18.33201195,5.861763914,3614809803,3842865777,6200003209,..,40.51558128,6754728908,83.45465049,110.4517778,15076179191,41.15300658,11.88293433,6861000000,102.0523785,-3.105063765,20123265215,..,..,..,..,..,..,..,..,..,..,-2357137432,3809895991,..,-1801462095,18761928545,12594895122,1091400000,4.114702693
Malta,MLT,2022.0,YR2022,..,..,..,-0.872518136,-167610559.3,128.5739954,13.69417829,24699038777,1597200000,-1489043435,126.2757876,24257553511,118.5243821,22768510075,16968587193,15293700000,18242258024,19209979975,4.147882816,31925.18535,28774.00468,34321.50609,36142.20585,1.605473008,57607.55818,60301.84749,30619050855,32051095259,18242258024,17.40190275,0.38876576,3342902033,4378302397,7706119183,..,38.65616863,7051758024,86.52656913,115.9543364,15988975875,43.94192862,10.94549881,8016000000,115.1003345,18.46064155,22110751203,..,..,..,..,..,..,..,..,..,..,-3327816786,2160147680,..,2047862562,19188117876,13700153410,897200000,8.28874412
Malta,MLT,2023.0,YR2023,..,..,..,6.380450451,1424667827,122.7655439,4.65625154,27411876649,2618600000,-1075755277,112.6263698,25147936925,107.8085427,24072181647,18240978817,16440500000,20650419641,22328640242,7.498512459,33000.59307,29743.2641,37359.62319,40395.76921,3.36852458,59548.08294,63255.82299,32915024198,34964466390,20650419641,16.57012332,2.935215346,3699883223,4335824494,6982725730,..,37.63129164,7771019641,81.9227904,122.2894484,16988980313,45.79858504,11.15706548,9457600000,104.6879452,-0.409761525,23375394663,..,..,..,..,..,..,..,..,..,..,-2646901236,4009273677,..,5258838146,22310847571,15654672658,1108000000,9.626206345
Mauritius,MUS,2021.0,YR2021,2.498850447,10388041812,10343032087,-13.03199749,-1496640055,44.20173473,11.49566511,5076281417,-23932738100,2426797665,0.745135236,85573930,0.745135236,85573930,12257000315,4.54627E+11,4.78807E+11,11484348858,3.403798662,9679.121239,359010.4292,378104.8286,9068.973002,3.377668734,22737.57294,22737.57294,28793361693,28793361693,4.78807E+11,17.23220421,-2.187551949,1979006447,1961589921,4644442857,37130000,9.665481081,46279000000,110.1276715,110.2305414,10801432809,73.10231471,3.028537472,3.50019E+11,53.79829451,7.302323959,6178383821,34.67404046,-25501000,-531000,..,..,-56814000,7.75129491,2.421790708,..,293200012.2,-2682852936,-2862549995,-15445000,-1464089394,1232495883,1412192943,54682843500,28.8032347
Mauritius,MUS,2022.0,YR2022,..,..,..,-11.11406626,-1436824184,55.34301831,36.84521279,7154733943,20744929200,9339260069,0.285717274,36937470,0.285717274,36937470,13345407871,4.94997E+11,5.71194E+11,12927979286,8.879885197,10570.42753,392070.0681,452422.6489,10239.79705,9.20854554,24831.3727,26601.72066,31350179155,33585284176,5.71194E+11,15.95534967,6.390086566,2062704300,2387566071,6005093431,26710000,13.86026464,79169000000,106.5641446,121.7409523,11822790415,70.18438569,3.299442517,4.00889E+11,62.99681019,10.39958239,8144214572,27.47122575,-20985000,-393000,..,0,-40804000,2.089298798,0.565469682,..,81900001.53,-3617527360,-3048200410,283256000,-1076472847,2616370960,2047044010,55301218000,56.04556474
Mauritius,MUS,2023.0,YR2023,..,..,..,-4.423104777,-647742676.8,52.47067129,0.187616479,7684080480,12401193500,423883756.8,0.110421063,16170640,0.110421063,16170640,14274019706,5.29441E+11,6.62917E+11,14644524819,6.958287403,11319.23522,419844.2603,525690.2829,11613.04416,7.083986871,26590.42388,29511.22741,33531614722,37214867724,6.62917E+11,13.84471963,-3.721434242,2027493402,2295349271,5895871041,..,19.7051818,1.30629E+11,103.9615819,129.4037068,12619908695,66.45009858,2.645933458,4.40509E+11,55.43318394,3.941225253,8117926381,5.031465445,-20027000,-230000,..,..,212583000,..,..,..,..,-3600521769,-2532355559,450134000,731012596.2,3199666605,2131500394,59088935700,59.4382583
Mexico,MEX,2021.0,YR2021,2.416537681,9.01715E+11,9.50153E+11,-0.341323112,-4493755873,40.56919319,7.085646077,5.34122E+11,-5.21E+11,-35612315588,2.689247498,35405811449,-0.015685017,-206504139,1.24177E+12,2.34048E+13,2.669E+13,1.31657E+12,6.048483443,9728.0568,183354.2553,209090.6434,10314.05067,5.343066777,20776.59278,20776.59278,2.65209E+12,2.65209E+12,2.669E+13,11.40473355,-0.453800448,1.50151E+11,4.95274E+11,5.06005E+11,252690000,20.26952728,5.40994E+12,101.4379667,114.4525608,1.17231E+12,68.32573917,8.416531573,1.82362E+13,42.50010443,15.74785218,5.59543E+11,6.435595376,-445585000,..,..,..,-500105000,0.204920508,0.043948412,..,563659973.1,-10730385023,-23128199854,-10215978000,41578565672,42439681753,54837496584,1.25524E+12,46.57299222
Mexico,MEX,2022.0,YR2022,..,..,..,-1.201888586,-17599407119,42.73213389,8.885097413,6.25732E+11,-4.42E+11,-21767006843,2.670898457,39110305098,1.184398547,17343298255,1.28758E+12,2.42683E+13,2.94727E+13,1.46431E+12,3.689111093,10011.25454,188691.9616,229158.0731,11385.40708,2.911143961,21381.42931,23340.6634,2.74993E+12,3.00192E+12,2.94727E+13,11.09237877,1.737934792,1.62427E+11,5.78185E+11,6.05302E+11,316300000,18.12932447,5.34321E+12,104.682049,124.1298462,1.21393E+12,70.77829676,4.914201841,2.08603E+13,45.65495559,7.632158494,6.68531E+11,6.986726716,289338000,..,..,0,540250000,0.1514251,0.034639978,..,515369995.1,-27116261880,-42567958261,899118000,5111985798,52161058996,67612755377,1.3324E+12,53.71212581
Mexico,MEX,2023.0,YR2023,..,..,..,-0.306112938,-5476710760,35.98173081,-7.364512812,6.43754E+11,-1.74E+12,-29845936641,1.687984866,30199980895,0.019788799,354044254,1.32878E+12,2.50448E+13,3.17724E+13,1.78911E+12,3.199981166,10241.89451,193039.06,244893.1397,13790.02434,2.303806901,21874.01615,24766.60835,2.83793E+12,3.21321E+12,3.17724E+13,11.13722504,2.108609916,1.99258E+11,5.93574E+11,5.99122E+11,..,18.60633846,5.91168E+12,105.9756502,126.1096539,1.25212E+12,70.2564365,5.004642172,2.23221E+13,37.17604483,4.973656576,6.65122E+11,17.87956228,-1213761000,..,..,..,-1830860000,..,..,..,..,-5548770306,-24966101192,14135809000,11273382582,56155364016,75572694902,1.38734E+12,54.65932423
Moldova,MDA,2021.0,YR2021,8.60635144,8884404904,12338542741,-12.40955466,-1699100000,30.64878771,17.52795445,4196391945,..,-371840000,2.820067827,386120000,0.104295474,14280000,9573777856,1.80164E+11,2.42079E+11,13691869264,13.92999979,3688.167294,69405.68393,93257.4889,5274.605822,15.65579761,15682.07033,15682.07033,40707659297,40707659297,2.42079E+11,16.76227392,2.951555973,2295068631,2562230000,6752440000,282500000,-0.317185248,-767837700,127.1733111,130.4802585,8332005643,83.55491133,17.23125167,2.02269E+11,57.82209883,21.23323337,7916926177,62.64459098,9352000,45251000,..,31143856.7,221876000,14.53677882,4.27140954,..,596219970.7,-4190210000,-3717710000,..,-4930000,1634930000,1162430000,23321227200,25.61516395
